user_id,Attrition
442,0.04830569721120271
1091,0.04116397131915377
981,0.11192621400134382
785,0.048102021016997114
1332,0.7631396448943125
501,0.11718765637576037
1058,0.34614657905326013
1253,0.09578244015414379
751,0.018883841139144833
122,0.16282592692341508
268,0.030704898668539638
940,0.1305764629633347
1125,0.02280577302055452
540,0.6636105826717968
1034,0.06085634517626797
432,0.014388083162688206
794,0.031446596486530934
666,0.023479035053061505
942,0.04225691645814905
1114,0.10768513395308581
853,0.43292345530141746
1330,0.040700863913297594
692,0.022061178537190206
548,0.03330200729396876
54,0.29753347226902355
319,0.16518312417439096
1147,0.04260330882927027
1235,0.04072236480205539
1436,0.599868203000011
520,0.05642087197393649
983,0.03272901506988879
1347,0.04536233275609832
465,0.09009886159084313
966,0.08023895793702399
31,0.06576627577767112
420,0.022208805522274278
1462,0.07614062303929606
1408,0.12240668809411315
89,0.05116265429463266
298,0.05278016688042322
875,0.07347793375711137
1385,0.02417912244881372
1430,0.02947933907490687
223,0.029630526096844377
1412,0.038359357050415946
1375,0.40414103983355637
4,0.10506557166376836
1174,0.009442251547087896
892,0.8103233807865202
34,0.257385342726728
1310,0.10721546248443894
182,0.48858993028358344
467,0.03210038235739557
52,0.11740838275759896
1032,0.6584936362902014
142,0.22067329008635245
1440,0.013586561661408111
528,0.08852001146044512
629,0.0282138630120279
1051,0.31767200697012454
1269,0.03639425241966121
993,0.07901467196987495
526,0.04857974285715017
278,0.02317401202742292
887,0.2848098009590181
1275,0.0825271079474347
667,0.13751856756731654
792,0.056271617428889656
148,0.052059446450349586
1039,0.14892336808588533
1414,0.0359722298060809
474,0.14414620136810966
1341,0.042244255703721645
1158,0.022595302605573107
393,0.03951275816267893
965,0.03245670216735682
1397,0.04333948248586331
743,0.04910906303371563
980,0.22594365627976906
1410,0.02752220660685396
916,0.024978208699598436
1300,0.027882564804798535
642,0.05036970617099253
1064,0.025483787811532693
1318,0.05471368228840836
1247,0.06383780652395848
187,0.03561632991248331
1023,0.1659457010348935
1183,0.017692818799623023
1073,0.047140582433631416
1311,0.4613874462938986
9,0.025087184945204195
1019,0.062181230410712336
1180,0.18304283986899214
1405,0.010759528788838398
1120,0.05994869478129367
483,0.12397231979703893
310,0.19015886829648893
722,0.022803865337472928
5,0.055610061188516635
482,0.09134692800534266
204,0.11459036587366396
1086,0.2299835597870905
376,0.03432083258510277
740,0.05076785873281494
299,0.025588303606478693
1218,0.10656314448652231
546,0.3501054113885423
1434,0.08678705755414418
1400,0.11912809543087044
302,0.06448232885667173
1096,0.06192815192678759
360,0.039524626906968605
1131,0.027843513573688687
191,0.08014754532999227
315,0.06850721723725334
211,0.01631857384087424
215,0.08645742208593696
279,0.020663852871744288
1179,0.01316492594221347
141,0.07390714912884104
1227,0.026508154270406595
641,0.02891375191722402
14,0.4713902581177492
82,0.13709447449107812
1301,0.019828564385090192
787,0.015204322068317814
583,0.043422387814017124
333,0.059596762159971194
610,0.03095279495604771
390,0.02315849756533577
1083,0.45375185451899475
2,0.706819973051422
554,0.08596265057493628
85,0.0911714413473678
995,0.23969491147303432
107,0.3365615939431361
930,0.10943568883340185
1306,0.07363917673744508
1308,0.10177245692101734
489,0.08430412652279683
361,0.08854993305511949
1090,0.0595797469939639
80,0.0724716417811386
152,0.16310181090242068
1452,0.03350309832460496
1093,0.036744960547127295
231,0.02782746649481386
693,0.049785319751347305
96,0.06579994821489422
224,0.024534365669602317
948,0.047367513111359935
1015,0.04450882818080176
913,0.32141367405561005
445,0.051053032809364754
1,0.03164954664416863
425,0.02190928743037094
159,0.11424507073935158
1210,0.03759439258834527
227,0.02093111588063491
838,0.2650070780133767
1416,0.01986716609336274
161,0.08295700764744084
656,0.7524750152082162
308,0.04521539721479494
253,0.28492919976323733
1084,0.20730427160850054
113,0.034214583024499125
1292,0.026437184211754613
898,0.025872699114174176
295,0.057492734693381266
608,0.06458019915516229
175,0.09348159184641977
970,0.07204327921713737
45,0.02220855048980595
487,0.21928227440290113
1358,0.046370054756189
55,0.05927053940642879
657,0.08629805194886925
1126,0.11150263507088615
254,0.03622071953557252
491,0.04944055605818393
867,0.013746520479135802
1396,0.6354797058988721
587,0.0373956932412452
863,0.035891106274407114
536,0.3202855000688715
619,0.047154807138654324
192,0.09324271911701607
1411,0.1346064140284108
1460,0.3216566714524088
1273,0.476772963638931
1425,0.035405349821651
574,0.041541538119859445
108,0.03009386716567288
651,0.10313438283018457
567,0.051428934202887314
728,0.03172837720478496
842,0.3829999504973003
426,0.048455433062373585
260,0.1221520578478262
580,0.059857978737674206
1021,0.14746236828488768
1173,0.019608451504782232
572,0.0512260641804782
679,0.06159865314975599
1349,0.265674921327066
233,0.02116869213149381
303,0.067958758530492
506,0.018027044062050197
364,0.052328568427146914
1100,0.03434579564341442
27,0.04921529727777883
1056,0.08202343188509191
317,0.06593197817088772
471,0.01952255963104626
907,0.034751267510148474
202,0.13771524833675766
1129,0.030244161641741162
1069,0.4789151425506732
1263,0.04680256036228957
381,0.178178105768358
1137,0.25219268263106487
914,0.043683178775850526
634,0.15856233260312239
184,0.021141173550311816
431,0.11282972916521855
1413,0.18463910802142924
1438,0.4291672139356378
1361,0.05367980497275934
326,0.013467268883407947
19,0.2210128085212288
726,0.018064805369088752
330,0.045674432037769434
353,0.04923538519517068
1074,0.1280414395539227
1360,0.12352180464425543
412,0.013793244300530128
1149,0.04290608213087481
649,0.020539856499088276
1279,0.09136893141228807
638,0.08584710906381186
18,0.027757248230182843
500,0.07139274936476044
1099,0.03736198565422983
1075,0.024693609677328428
53,0.048301333384547604
632,0.3004583291280643
874,0.022176515435450718
342,0.05145798162945475
47,0.08407748004475697
459,0.12327850224371197
748,0.1362007574132607
609,0.029786131251526297
989,0.174262755783856
1038,0.04724064637792485
473,0.013975120787994368
711,0.6653848369657298
717,0.08853040634048426
140,0.2804942351628178
1123,0.1074254106144495
39,0.03918292012920033
1368,0.15522368044795157
1026,0.037996150339368984
322,0.08908219227781797
742,0.2611006568199057
935,0.028329095149464512
479,0.16060240277902155
1236,0.14016007615101006
1079,0.02810026102413555
461,0.04768491362963198
58,0.020253456754558762
241,0.03307968315350087
1103,0.02788158794262426
783,0.05257005016489638
1399,0.03958574762174684
56,0.048715461311729866
665,0.25227475778902814
575,0.06026212830909128
505,0.09968314876202534
443,0.15462442943747337
1283,0.03150987823727303
516,0.06384622171264648
29,0.08897532563609244
270,0.08072568830152349
924,0.11903304583144315
1288,0.006949029209709148
985,0.04664210341110307
1327,0.0594636837725915
1439,0.039160291932979326
481,0.06179771037009545
124,0.2440456118285495
198,0.03072352045074168
1229,0.049177775797921146
